timestamp,branch_id,revenue,service_time,rating
2024-11-09 01:00:00,Branch3,225.69,12.9,3.49
2024-04-18 20:00:00,Branch3,221.62,13.14,3.46
2024-10-20 09:00:00,Branch5,168.21,16.92,4.73
2025-02-02 03:00:00,Branch5,70.12,7.92,4.57
2024-09-16 19:00:00,Branch2,170.6,19.73,4.71
2024-08-16 14:00:00,Branch1,74.2,11.56,4.47
2024-10-22 19:00:00,Branch4,465.97,19.25,4.29
2025-02-06 22:00:00,Branch1,347.77,10.75,4.06
2025-03-23 20:00:00,Branch2,448.98,14.03,3.53
2024-02-02 07:00:00,Branch2,372.78,11.75,4.41
2025-05-23 14:00:00,Branch1,109.08,15.14,3.27
2024-12-08 18:00:00,Branch4,473.26,7.75,4.02
2025-08-28 21:00:00,Branch1,454.95,11.01,3.39
2024-05-11 08:00:00,Branch5,206.63,6.03,4.01
2025-02-26 19:00:00,Branch3,100.19,13.97,3.59
2024-03-07 01:00:00,Branch5,366.87,19.44,3.11
2024-06-13 07:00:00,Branch3,377.76,5.69,4.01
2024-11-10 19:00:00,Branch2,453.57,14.89,3.36
2024-05-08 01:00:00,Branch4,73.7,16.63,3.32
2024-02-12 13:00:00,Branch1,113.77,8.2,3.77
2025-04-30 13:00:00,Branch4,319.21,9.1,3.72
2025-03-26 05:00:00,Branch1,328.61,8.02,4.73
2025-07-13 01:00:00,Branch5,65.12,9.46,4.13
2024-06-09 03:00:00,Branch5,228.62,6.65,4.71
2024-11-28 21:00:00,Branch1,312.87,10.56,3.29
2025-02-07 20:00:00,Branch4,382.06,10.53,3.71
2025-06-25 06:00:00,Branch1,192.27,17.11,4.11
2025-09-06 01:00:00,Branch2,267.76,17.01,3.31
2024-10-13 09:00:00,Branch5,416.32,16.95,3.26
2024-08-24 11:00:00,Branch2,479.25,13.51,4.32
2024-01-07 17:00:00,Branch5,153.64,9.89,4.31
2024-06-28 01:00:00,Branch5,163.87,11.16,3.47
2025-02-27 21:00:00,Branch3,472.92,9.77,3.45
2024-02-11 11:00:00,Branch2,228.16,13.73,4.49
2025-08-31 13:00:00,Branch2,373.26,19.07,3.23
2025-06-29 23:00:00,Branch3,325.52,9.27,4.85
2025-04-25 14:00:00,Branch4,178.51,11.88,4.89
2025-06-14 23:00:00,Branch2,344.1,14.83,4.74
2024-11-13 21:00:00,Branch1,345.0,17.67,3.42
2025-05-14 14:00:00,Branch3,316.6,8.8,3.03
2025-01-29 11:00:00,Branch2,94.85,9.2,4.87
2024-02-12 08:00:00,Branch4,497.83,18.28,3.69
2024-11-23 21:00:00,Branch2,230.19,6.2,3.62
2024-09-25 07:00:00,Branch5,337.21,14.08,3.52
2024-11-24 20:00:00,Branch1,448.59,17.91,3.49
2024-10-12 23:00:00,Branch3,240.48,18.83,4.47
2024-11-25 20:00:00,Branch5,398.27,5.19,4.82
2024-12-21 09:00:00,Branch4,487.32,10.54,4.57
2024-02-06 14:00:00,Branch5,211.52,8.86,4.35
2025-01-21 04:00:00,Branch5,232.37,13.52,3.58
2024-07-22 15:00:00,Branch4,457.51,14.49,4.09
2025-05-22 17:00:00,Branch5,121.84,20.0,3.47
2025-08-29 08:00:00,Branch3,62.87,12.69,3.22
2024-07-21 11:00:00,Branch2,459.0,13.27,3.24
2024-09-20 19:00:00,Branch5,419.72,11.21,4.21
2024-12-23 03:00:00,Branch3,487.66,7.22,3.08
2024-12-27 20:00:00,Branch2,76.21,9.55,4.95
2024-10-27 08:00:00,Branch2,120.28,8.7,4.99
2024-08-07 20:00:00,Branch5,97.39,17.02,3.3
2024-03-26 22:00:00,Branch3,357.54,13.19,3.85
2025-05-18 04:00:00,Branch5,322.7,9.44,4.54
2024-01-03 16:00:00,Branch4,211.7,12.34,4.91
2024-11-29 14:00:00,Branch2,75.84,8.28,4.78
2024-04-17 00:00:00,Branch5,337.85,7.78,3.51
2024-08-15 15:00:00,Branch2,306.55,17.9,3.17
2025-07-14 00:00:00,Branch3,100.81,19.17,3.58
2024-03-25 11:00:00,Branch1,459.01,6.2,3.87
2024-04-22 07:00:00,Branch5,139.53,16.47,3.72
2025-02-07 15:00:00,Branch5,384.58,11.8,4.55
2024-08-07 02:00:00,Branch2,448.28,10.83,3.52
2024-08-22 02:00:00,Branch3,310.76,15.34,4.72
2024-10-07 16:00:00,Branch4,161.08,8.99,3.45
2024-01-17 07:00:00,Branch3,189.16,5.31,3.72
2025-08-05 18:00:00,Branch5,448.59,8.21,3.9
2025-06-13 10:00:00,Branch4,184.22,7.77,3.58
2025-09-01 08:00:00,Branch3,385.79,5.51,4.53
2025-06-11 18:00:00,Branch1,495.57,9.82,3.82
2024-09-02 12:00:00,Branch2,499.92,12.12,4.77
2024-05-28 09:00:00,Branch3,290.07,16.04,4.93
2025-03-12 06:00:00,Branch3,421.95,9.88,4.72
2024-09-14 16:00:00,Branch1,495.61,7.92,4.05
2024-05-09 03:00:00,Branch5,218.6,8.46,4.02
2024-09-18 14:00:00,Branch2,163.58,18.37,3.43
2024-12-15 16:00:00,Branch3,101.41,8.07,4.18
2025-08-12 15:00:00,Branch4,113.4,18.19,4.91
2025-06-28 11:00:00,Branch3,434.1,11.71,3.16
2024-05-09 08:00:00,Branch2,314.93,19.02,4.5
2024-10-27 15:00:00,Branch3,443.17,11.12,4.74
2025-06-16 22:00:00,Branch1,405.25,7.67,4.97
2024-04-12 06:00:00,Branch3,353.19,13.24,3.67
2025-05-08 05:00:00,Branch3,324.19,13.82,3.71
2025-08-07 23:00:00,Branch4,71.75,14.53,3.46
2025-01-09 20:00:00,Branch1,442.52,11.17,4.58
2025-08-24 10:00:00,Branch1,238.03,5.73,3.28
2024-04-23 19:00:00,Branch3,301.9,14.4,3.54
2025-08-13 23:00:00,Branch4,59.88,19.0,3.59
2025-04-01 21:00:00,Branch3,471.23,19.36,3.75
2024-12-05 18:00:00,Branch3,456.23,13.95,3.84
2025-02-10 18:00:00,Branch2,294.48,5.3,4.12
2024-07-29 16:00:00,Branch2,309.79,6.59,4.9
2025-09-14 20:00:00,Branch4,367.26,17.51,3.49
2024-12-03 22:00:00,Branch5,169.11,17.45,4.56
2025-07-27 21:00:00,Branch2,149.86,19.19,4.35
2025-03-29 10:00:00,Branch5,353.31,13.46,3.23
2024-06-09 00:00:00,Branch1,96.99,17.96,4.62
2024-02-12 20:00:00,Branch2,254.33,17.37,3.18
2024-11-03 17:00:00,Branch2,271.74,13.84,4.48
2024-01-21 22:00:00,Branch4,221.6,16.75,4.43
2024-10-14 22:00:00,Branch5,133.37,6.89,4.38
2025-06-12 13:00:00,Branch2,209.89,14.59,3.55
2025-01-12 14:00:00,Branch2,201.9,19.3,4.15
2024-10-16 02:00:00,Branch4,274.67,7.43,4.52
2024-07-06 00:00:00,Branch4,353.61,16.16,4.28
2024-01-09 14:00:00,Branch5,485.71,9.81,4.61
2024-08-01 22:00:00,Branch1,114.87,17.26,4.38
2024-09-06 01:00:00,Branch1,442.86,15.46,3.55
2024-11-17 17:00:00,Branch3,177.88,18.89,3.31
2024-10-20 03:00:00,Branch2,316.12,15.68,4.26
2024-03-02 20:00:00,Branch5,296.03,11.15,4.52
2024-11-23 10:00:00,Branch2,300.63,5.16,3.28
2024-02-05 23:00:00,Branch5,375.51,16.89,3.35
2024-04-26 06:00:00,Branch5,221.76,11.13,3.02
2024-11-04 16:00:00,Branch5,193.59,15.06,4.06
2024-12-30 19:00:00,Branch2,433.78,6.58,4.08
2024-08-01 04:00:00,Branch4,149.04,18.36,4.0
2025-05-30 23:00:00,Branch2,131.11,11.53,3.63
2024-09-07 19:00:00,Branch5,57.02,18.8,3.86
2024-03-14 05:00:00,Branch3,144.76,15.61,4.53
2025-09-09 12:00:00,Branch1,283.34,6.82,3.36
2024-11-11 14:00:00,Branch5,292.33,13.69,3.4
2024-09-22 14:00:00,Branch3,164.49,18.65,4.33
2024-10-14 04:00:00,Branch4,82.52,17.0,4.73
2024-03-10 22:00:00,Branch5,385.09,11.27,3.68
2024-05-15 02:00:00,Branch3,391.09,19.33,4.87
2024-07-12 04:00:00,Branch5,499.03,9.03,3.12
2024-02-14 03:00:00,Branch2,455.01,10.63,3.24
2024-10-04 20:00:00,Branch3,466.73,16.25,3.92
2025-07-15 07:00:00,Branch2,409.19,8.49,4.45
2025-02-17 02:00:00,Branch2,326.98,12.73,3.74
2025-04-24 10:00:00,Branch3,107.85,15.93,4.11
2024-05-11 13:00:00,Branch1,330.04,14.66,3.06
2024-09-03 11:00:00,Branch3,75.18,7.33,3.92
2025-03-26 17:00:00,Branch1,448.38,14.44,3.49
2025-03-31 01:00:00,Branch5,266.82,13.59,4.03
2025-09-12 12:00:00,Branch5,363.86,13.37,4.05
2025-02-11 21:00:00,Branch3,73.51,17.39,4.51
2025-04-13 20:00:00,Branch5,290.41,7.76,4.08
2024-04-22 05:00:00,Branch4,185.57,16.27,4.23
2025-06-29 03:00:00,Branch2,178.24,16.41,4.06
2025-07-09 19:00:00,Branch2,225.35,15.84,4.98
2025-08-03 11:00:00,Branch1,50.29,12.59,4.58
2024-05-31 03:00:00,Branch5,260.0,10.93,4.51
2025-02-02 03:00:00,Branch1,268.96,10.92,4.25
2025-02-27 21:00:00,Branch2,438.41,16.01,4.06
2024-08-15 02:00:00,Branch2,251.84,12.47,3.69
2024-03-10 07:00:00,Branch5,213.6,10.08,4.57
2025-02-09 01:00:00,Branch4,497.64,14.38,3.38
2025-03-02 06:00:00,Branch4,307.05,17.56,3.07
2024-08-21 00:00:00,Branch5,262.68,5.92,4.4
2025-04-23 22:00:00,Branch5,273.17,19.58,3.29
2025-03-10 13:00:00,Branch1,414.13,6.45,4.81
2024-11-04 00:00:00,Branch5,203.3,12.68,4.54
2025-07-24 16:00:00,Branch4,225.12,13.4,4.2
2025-07-24 08:00:00,Branch5,390.14,7.07,3.63
2024-02-24 10:00:00,Branch1,82.84,18.73,4.28
2025-05-24 05:00:00,Branch1,439.33,12.07,3.95
2024-10-09 08:00:00,Branch1,243.59,7.15,3.58
2025-03-28 19:00:00,Branch1,311.58,15.67,4.89
2025-07-06 12:00:00,Branch3,390.86,14.95,3.32
2024-09-01 08:00:00,Branch5,169.72,19.44,4.51
2025-01-29 18:00:00,Branch2,450.64,11.62,4.6
2024-11-09 14:00:00,Branch5,490.65,9.02,4.9
2025-01-05 21:00:00,Branch3,272.42,5.9,4.1
2024-08-20 07:00:00,Branch1,471.62,16.0,4.07
2024-08-18 10:00:00,Branch3,50.51,14.26,4.84
2025-06-23 00:00:00,Branch4,452.41,19.59,4.6
2024-07-02 21:00:00,Branch4,189.97,15.68,4.53
2024-06-05 04:00:00,Branch5,190.17,19.0,4.58
2025-07-18 09:00:00,Branch5,152.64,19.87,3.99
2025-06-24 11:00:00,Branch2,192.66,11.43,3.08
2024-01-28 15:00:00,Branch2,146.07,7.25,3.4
2024-03-24 06:00:00,Branch4,457.64,7.94,4.29
2024-11-29 02:00:00,Branch1,454.56,9.78,3.79
2025-04-29 21:00:00,Branch3,96.0,12.63,4.21
2025-05-12 07:00:00,Branch2,114.29,6.84,4.1
2025-08-02 23:00:00,Branch2,437.91,9.53,3.88
2024-03-03 07:00:00,Branch1,229.52,9.62,3.47
2024-05-17 16:00:00,Branch1,126.17,5.06,4.44
2024-06-05 19:00:00,Branch5,279.8,10.31,4.82
2024-08-06 00:00:00,Branch3,237.5,6.74,4.54
2024-03-18 05:00:00,Branch1,148.62,11.45,3.24
2025-07-29 08:00:00,Branch2,374.34,7.95,4.08
2024-10-01 09:00:00,Branch2,334.08,17.33,4.67
2025-06-19 11:00:00,Branch4,94.85,6.21,4.18
2024-02-23 19:00:00,Branch1,466.42,17.98,3.88
2024-05-29 05:00:00,Branch5,301.31,13.71,3.57
2025-04-30 09:00:00,Branch3,162.59,11.88,3.66
2024-11-10 18:00:00,Branch5,142.83,13.25,3.48
2024-10-30 08:00:00,Branch2,111.18,10.64,3.39
2024-03-09 04:00:00,Branch5,241.09,6.91,4.18
2024-06-03 00:00:00,Branch2,110.99,16.49,4.02
2025-04-11 07:00:00,Branch2,237.12,18.92,4.47
2025-04-17 16:00:00,Branch2,116.95,19.25,3.62
2024-01-30 02:00:00,Branch2,345.56,15.06,3.92
2025-03-07 08:00:00,Branch2,403.36,11.16,4.36
2025-05-27 01:00:00,Branch4,297.29,12.18,4.93
2024-07-16 09:00:00,Branch5,356.03,14.85,3.7
2025-08-29 11:00:00,Branch4,472.27,17.35,3.6
2025-08-01 05:00:00,Branch4,337.27,10.62,3.9
2024-02-05 14:00:00,Branch1,213.87,18.75,4.45
2024-12-06 04:00:00,Branch1,252.27,9.86,4.92
2024-08-31 23:00:00,Branch1,437.24,12.96,4.07
2024-11-04 00:00:00,Branch3,108.82,19.42,4.62
2024-09-29 00:00:00,Branch1,196.58,19.07,3.93
2025-05-01 02:00:00,Branch5,309.78,15.44,3.08
2025-08-04 05:00:00,Branch4,354.38,9.87,4.79
2024-08-06 17:00:00,Branch5,393.57,8.29,3.58
2024-08-03 12:00:00,Branch1,193.19,6.2,3.28
2024-03-12 03:00:00,Branch3,115.64,15.63,4.99
2025-04-02 01:00:00,Branch3,479.68,12.55,3.69
2024-08-29 07:00:00,Branch4,84.38,13.58,3.27
2025-02-17 13:00:00,Branch5,93.11,12.09,3.62
2024-08-18 15:00:00,Branch2,272.72,12.24,4.03
2025-08-30 14:00:00,Branch5,418.67,13.57,3.18
2024-07-24 11:00:00,Branch1,398.53,18.71,3.71
2024-05-26 06:00:00,Branch2,471.96,5.44,4.34
2024-01-09 10:00:00,Branch3,113.72,17.02,4.83
2025-04-21 23:00:00,Branch4,219.08,10.86,3.79
2024-06-24 18:00:00,Branch4,176.96,16.17,4.13
2025-06-12 16:00:00,Branch3,437.39,19.23,4.27
2025-01-08 06:00:00,Branch1,269.76,9.59,3.14
2024-07-01 21:00:00,Branch3,62.08,6.34,3.68
2024-04-06 23:00:00,Branch1,368.58,8.48,4.37
2024-11-29 12:00:00,Branch2,224.91,8.33,4.47
2024-05-02 03:00:00,Branch3,289.02,16.13,3.71
2024-11-20 01:00:00,Branch1,452.2,5.93,3.01
2024-01-09 05:00:00,Branch2,165.53,5.76,3.01
2024-10-23 21:00:00,Branch3,158.12,15.4,4.08
2024-03-21 10:00:00,Branch4,168.44,13.35,4.1
2025-05-05 14:00:00,Branch3,202.15,11.27,4.11
2024-09-18 23:00:00,Branch5,98.31,13.63,4.44
2025-01-01 16:00:00,Branch3,363.75,16.03,4.84
2025-04-22 16:00:00,Branch5,143.33,6.55,4.98
2025-01-24 03:00:00,Branch2,466.77,13.3,4.4
2024-06-27 10:00:00,Branch3,147.06,17.37,4.03
2025-04-27 21:00:00,Branch2,165.04,10.44,3.28
2024-04-14 15:00:00,Branch2,183.66,16.45,3.77
2025-02-20 02:00:00,Branch1,395.84,17.68,4.14
2024-01-28 11:00:00,Branch2,242.42,17.31,5.0
2024-04-27 03:00:00,Branch2,418.7,14.76,3.25
2024-10-22 18:00:00,Branch3,403.18,15.76,4.59
2025-08-16 11:00:00,Branch3,468.27,16.82,5.0
2024-09-29 18:00:00,Branch4,390.47,16.01,4.61
2025-02-02 09:00:00,Branch1,73.36,11.78,4.53
2024-03-23 18:00:00,Branch2,426.78,7.39,3.52
2025-07-29 22:00:00,Branch1,472.13,9.65,3.01
2024-12-13 10:00:00,Branch5,497.16,8.11,3.45
2025-04-20 11:00:00,Branch2,106.37,10.42,4.58
2024-05-01 07:00:00,Branch1,325.97,12.34,3.21
2024-03-13 06:00:00,Branch4,139.76,19.39,3.59
2024-03-17 19:00:00,Branch4,168.13,19.39,4.13
2024-12-27 16:00:00,Branch2,385.51,16.54,4.16
2024-05-04 00:00:00,Branch5,489.95,19.7,4.09
2024-03-22 15:00:00,Branch4,317.68,19.97,4.96
2024-08-27 23:00:00,Branch4,432.76,18.28,3.02
2024-10-05 22:00:00,Branch5,54.0,6.19,3.98
2024-04-09 09:00:00,Branch1,66.48,11.39,4.01
2025-04-07 23:00:00,Branch4,318.53,13.01,3.59
2024-07-16 08:00:00,Branch3,225.04,6.86,4.05
2024-03-16 02:00:00,Branch4,450.39,17.13,4.35
2024-12-05 19:00:00,Branch1,185.89,7.23,4.35
2024-12-04 08:00:00,Branch1,244.42,10.75,3.18
2024-10-02 16:00:00,Branch2,287.56,6.03,4.6
2025-08-17 01:00:00,Branch3,172.87,12.87,4.86
2025-08-26 14:00:00,Branch1,458.82,13.96,3.25
2024-08-18 14:00:00,Branch5,259.04,16.03,3.83
2024-06-18 05:00:00,Branch3,240.87,10.09,4.02
2025-04-26 17:00:00,Branch3,432.39,13.86,3.27
2025-08-03 02:00:00,Branch5,190.39,16.01,4.01
2024-01-11 22:00:00,Branch4,417.86,16.43,3.41
2025-08-09 11:00:00,Branch5,105.02,9.52,4.87
2024-09-18 23:00:00,Branch5,132.25,6.02,3.9
2025-09-03 17:00:00,Branch4,477.88,5.56,4.99
2025-01-02 07:00:00,Branch4,429.1,16.52,3.09
2025-01-18 16:00:00,Branch4,224.55,10.78,3.26
2025-05-08 03:00:00,Branch4,337.31,7.01,3.89
2025-07-02 16:00:00,Branch4,474.34,7.77,4.75
2024-03-26 09:00:00,Branch5,145.34,16.49,4.11
2024-08-13 23:00:00,Branch2,76.55,13.98,4.46
2025-08-30 21:00:00,Branch2,291.86,12.52,3.85
2025-05-11 11:00:00,Branch1,114.17,14.35,3.08
2024-07-08 12:00:00,Branch2,134.29,7.06,4.3
2024-05-09 12:00:00,Branch2,451.19,9.79,4.27
2025-07-15 07:00:00,Branch5,53.33,10.61,3.14
2025-05-26 18:00:00,Branch4,417.57,9.72,3.34
2024-10-25 06:00:00,Branch4,282.63,17.97,3.95
2025-03-03 00:00:00,Branch5,301.68,13.72,3.89
2024-11-04 08:00:00,Branch2,352.3,15.94,4.5
2024-05-12 02:00:00,Branch5,244.15,8.55,3.77
2025-02-15 10:00:00,Branch1,102.03,8.96,4.33
2024-04-03 23:00:00,Branch4,96.27,8.38,4.41
2024-02-18 02:00:00,Branch3,389.46,15.32,4.29
2024-07-06 11:00:00,Branch1,149.47,10.24,4.19
2024-09-19 07:00:00,Branch1,62.65,11.08,4.61
2024-09-15 05:00:00,Branch5,490.83,15.64,4.31
2025-04-19 07:00:00,Branch2,491.18,19.58,4.67
2025-02-16 00:00:00,Branch4,220.16,7.43,4.27
2025-05-22 15:00:00,Branch3,61.49,5.94,3.32
2025-06-22 03:00:00,Branch1,377.27,7.92,3.62
2025-06-20 10:00:00,Branch3,423.96,16.02,3.66
2024-03-09 16:00:00,Branch2,106.26,7.92,3.19
2024-08-18 19:00:00,Branch2,110.96,13.77,4.38
2025-02-05 13:00:00,Branch3,420.0,13.85,4.19
2024-06-23 23:00:00,Branch4,464.86,9.42,4.18
2025-05-19 19:00:00,Branch2,405.84,6.03,3.96
2024-12-17 21:00:00,Branch3,140.34,10.99,4.09
2025-04-18 23:00:00,Branch1,235.18,7.8,3.02
2024-04-16 13:00:00,Branch3,320.38,7.77,3.19
2024-08-21 00:00:00,Branch3,122.13,12.84,4.37
2024-01-05 02:00:00,Branch5,144.77,15.1,3.52
2024-04-01 16:00:00,Branch2,177.3,6.13,3.22
2025-08-13 12:00:00,Branch4,279.28,13.67,3.66
2024-05-03 09:00:00,Branch4,279.86,8.69,3.51
2025-08-14 23:00:00,Branch5,416.43,15.1,3.06
2024-07-26 05:00:00,Branch4,388.85,17.15,3.82
2024-07-03 17:00:00,Branch3,461.18,17.11,3.05
2025-05-13 17:00:00,Branch5,424.81,10.55,3.0
2024-04-29 13:00:00,Branch1,164.24,13.51,4.58
2025-04-21 02:00:00,Branch2,199.08,16.91,3.63
2025-05-14 07:00:00,Branch2,275.19,5.91,4.14
2024-02-09 20:00:00,Branch2,56.42,14.08,3.6
2025-08-06 00:00:00,Branch3,456.76,17.55,4.86
2025-05-25 19:00:00,Branch1,69.95,10.59,4.46
2024-12-14 00:00:00,Branch5,195.1,11.83,3.74
2024-08-25 11:00:00,Branch5,306.13,15.48,3.42
2024-10-16 08:00:00,Branch2,283.03,6.02,3.28
2024-07-06 05:00:00,Branch1,344.51,10.78,4.52
2025-01-30 12:00:00,Branch1,287.38,9.44,3.91
2024-07-23 15:00:00,Branch1,153.05,5.25,3.46
2024-06-15 03:00:00,Branch4,140.49,7.94,4.84
2025-02-08 23:00:00,Branch4,458.26,10.94,3.78
2024-09-07 15:00:00,Branch2,168.79,7.96,4.09
2025-07-24 23:00:00,Branch1,176.44,14.04,4.72
2025-07-14 06:00:00,Branch1,235.83,11.73,4.67
2024-02-20 18:00:00,Branch5,112.75,5.59,4.28
2024-07-06 08:00:00,Branch5,278.27,9.13,4.78
2024-07-16 07:00:00,Branch2,349.26,5.29,4.9
2025-04-15 16:00:00,Branch1,403.7,10.37,4.87
2025-03-31 07:00:00,Branch2,370.15,8.89,3.7
2024-07-08 19:00:00,Branch5,116.44,15.32,3.79
2025-01-16 02:00:00,Branch5,255.23,9.61,3.48
2024-12-01 10:00:00,Branch4,67.36,10.63,4.67
2025-06-15 13:00:00,Branch2,58.01,15.88,3.24
2024-05-23 14:00:00,Branch2,248.06,12.21,3.71
2024-02-13 13:00:00,Branch1,163.83,13.35,3.02
2024-10-14 05:00:00,Branch1,357.51,17.62,4.19
2024-03-11 13:00:00,Branch4,375.91,8.1,4.32
2025-08-21 21:00:00,Branch3,452.93,19.84,3.5
2025-08-29 21:00:00,Branch3,392.31,18.5,4.47
2024-05-23 04:00:00,Branch3,71.71,9.3,3.76
2024-12-30 18:00:00,Branch2,217.23,18.39,3.62
2025-03-20 21:00:00,Branch2,172.86,16.31,4.91
2024-09-02 15:00:00,Branch5,223.76,18.96,4.18
2024-05-19 18:00:00,Branch2,122.03,15.37,3.5
2025-08-21 10:00:00,Branch2,93.97,15.12,4.97
2024-01-10 09:00:00,Branch2,284.44,5.05,3.78
2024-07-22 21:00:00,Branch4,374.17,12.12,4.3
2025-09-01 03:00:00,Branch2,365.86,8.0,4.45
2024-10-19 14:00:00,Branch1,252.92,9.86,3.84
2025-01-16 07:00:00,Branch1,285.03,19.68,4.07
2024-08-21 08:00:00,Branch5,282.35,6.28,3.48
2025-06-14 20:00:00,Branch4,361.21,15.84,3.93
2025-04-14 03:00:00,Branch1,71.57,7.59,3.62
2024-11-29 04:00:00,Branch4,369.45,5.11,4.09
2025-01-10 07:00:00,Branch4,311.99,12.52,4.34
2025-06-23 10:00:00,Branch5,139.15,7.42,4.23
2024-11-16 03:00:00,Branch4,72.08,19.48,4.55
2024-07-12 10:00:00,Branch2,98.84,8.06,3.08
2025-07-16 15:00:00,Branch4,286.11,7.88,3.16
2025-04-16 08:00:00,Branch5,391.28,5.48,3.41
2024-11-15 23:00:00,Branch5,200.6,9.95,4.97
2024-12-08 00:00:00,Branch5,220.61,5.36,4.6
2024-11-01 19:00:00,Branch1,470.37,12.48,4.85
2025-01-28 03:00:00,Branch2,145.86,12.58,3.54
2024-04-01 21:00:00,Branch1,96.69,5.8,4.15
2025-03-22 12:00:00,Branch3,204.53,8.6,4.11
2024-02-14 13:00:00,Branch2,385.66,17.48,4.14
2024-05-23 12:00:00,Branch4,331.73,11.94,4.44
2025-03-24 05:00:00,Branch5,237.11,11.52,3.79
2025-08-24 10:00:00,Branch3,484.14,15.48,4.35
2025-08-08 16:00:00,Branch2,380.75,15.72,4.58
2024-02-14 04:00:00,Branch1,77.84,16.43,3.58
2024-04-06 23:00:00,Branch5,385.08,17.46,4.89
2024-05-22 12:00:00,Branch1,60.82,8.48,4.04
2025-09-10 00:00:00,Branch2,342.65,6.0,4.47
2024-01-13 13:00:00,Branch2,144.72,10.7,4.46
2025-06-03 12:00:00,Branch3,363.4,17.83,4.13
2024-01-26 06:00:00,Branch4,189.4,6.17,3.65
2024-05-12 02:00:00,Branch1,442.85,13.64,4.33
2024-01-30 03:00:00,Branch3,201.61,15.52,3.17
